dropout experiment with dropout=0.5
-Iter 0, Training Loss= 4.844127, Accuracy Top1 = 0.0078, Top5 = 0.0586
-Iter 0, Validation Loss= 4.953581, Accuracy Top1 = 0.0156, Top5 = 0.0508
-Iter 50, Training Loss= 4.638655, Accuracy Top1 = 0.0508, Top5 = 0.2383
-Iter 50, Validation Loss= 4.766403, Accuracy Top1 = 0.0781, Top5 = 0.2188
-Iter 100, Training Loss= 4.217451, Accuracy Top1 = 0.1094, Top5 = 0.2891
-Iter 100, Validation Loss= 4.259451, Accuracy Top1 = 0.1289, Top5 = 0.3477
-Iter 150, Training Loss= 3.817073, Accuracy Top1 = 0.1172, Top5 = 0.3555
-Iter 150, Validation Loss= 3.703866, Accuracy Top1 = 0.1562, Top5 = 0.3828
-Iter 200, Training Loss= 4.936171, Accuracy Top1 = 0.1289, Top5 = 0.3359
-Iter 200, Validation Loss= 3.990652, Accuracy Top1 = 0.1055, Top5 = 0.3320
-Iter 250, Training Loss= 5.764941, Accuracy Top1 = 0.0977, Top5 = 0.2891
-Iter 250, Validation Loss= 5.240314, Accuracy Top1 = 0.0938, Top5 = 0.3203
-Iter 300, Training Loss= 3.620550, Accuracy Top1 = 0.1641, Top5 = 0.4102
-Iter 300, Validation Loss= 3.772089, Accuracy Top1 = 0.1562, Top5 = 0.3477
-Iter 350, Training Loss= 4.354784, Accuracy Top1 = 0.1211, Top5 = 0.3867
-Iter 350, Validation Loss= 4.962239, Accuracy Top1 = 0.1445, Top5 = 0.3477
-Iter 400, Training Loss= 3.406700, Accuracy Top1 = 0.1484, Top5 = 0.4688
-Iter 400, Validation Loss= 3.434984, Accuracy Top1 = 0.1719, Top5 = 0.4375
-Iter 450, Training Loss= 3.399414, Accuracy Top1 = 0.1484, Top5 = 0.4922
-Iter 450, Validation Loss= 3.303146, Accuracy Top1 = 0.1953, Top5 = 0.4609
-Iter 500, Training Loss= 3.476791, Accuracy Top1 = 0.1484, Top5 = 0.4688
-Iter 500, Validation Loss= 3.344426, Accuracy Top1 = 0.2070, Top5 = 0.4492
-Iter 550, Training Loss= 3.386610, Accuracy Top1 = 0.2109, Top5 = 0.5156
-Iter 550, Validation Loss= 3.359105, Accuracy Top1 = 0.2031, Top5 = 0.4883
-Iter 600, Training Loss= 3.283752, Accuracy Top1 = 0.1953, Top5 = 0.4766
-Iter 600, Validation Loss= 3.176162, Accuracy Top1 = 0.2148, Top5 = 0.5156
-Iter 650, Training Loss= 2.981641, Accuracy Top1 = 0.2695, Top5 = 0.5547
-Iter 650, Validation Loss= 3.153294, Accuracy Top1 = 0.2109, Top5 = 0.5312
-Iter 700, Training Loss= 3.125052, Accuracy Top1 = 0.2227, Top5 = 0.5391
-Iter 700, Validation Loss= 3.154920, Accuracy Top1 = 0.2422, Top5 = 0.5078
-Iter 750, Training Loss= 3.384224, Accuracy Top1 = 0.2109, Top5 = 0.4727
-Iter 750, Validation Loss= 3.266983, Accuracy Top1 = 0.1875, Top5 = 0.4570
-Iter 800, Training Loss= 3.162662, Accuracy Top1 = 0.2539, Top5 = 0.4805
-Iter 800, Validation Loss= 3.186335, Accuracy Top1 = 0.2266, Top5 = 0.5625
-Iter 850, Training Loss= 2.677615, Accuracy Top1 = 0.3281, Top5 = 0.6406
-Iter 850, Validation Loss= 3.107259, Accuracy Top1 = 0.2422, Top5 = 0.5273
-Iter 900, Training Loss= 3.109878, Accuracy Top1 = 0.2812, Top5 = 0.5156
-Iter 900, Validation Loss= 3.018827, Accuracy Top1 = 0.2852, Top5 = 0.5625
-Iter 950, Training Loss= 2.849106, Accuracy Top1 = 0.3242, Top5 = 0.5703
-Iter 950, Validation Loss= 3.065641, Accuracy Top1 = 0.2578, Top5 = 0.5312
-Iter 1000, Training Loss= 2.989274, Accuracy Top1 = 0.2461, Top5 = 0.5625
-Iter 1000, Validation Loss= 2.995450, Accuracy Top1 = 0.2617, Top5 = 0.5312
-Iter 1050, Training Loss= 2.803023, Accuracy Top1 = 0.2852, Top5 = 0.6133
-Iter 1050, Validation Loss= 3.030757, Accuracy Top1 = 0.2383, Top5 = 0.5391
-Iter 1100, Training Loss= 2.856975, Accuracy Top1 = 0.2539, Top5 = 0.6016
-Iter 1100, Validation Loss= 2.957905, Accuracy Top1 = 0.2734, Top5 = 0.5742
-Iter 1150, Training Loss= 3.269722, Accuracy Top1 = 0.2422, Top5 = 0.5352
-Iter 1150, Validation Loss= 2.820802, Accuracy Top1 = 0.2891, Top5 = 0.5859
-Iter 1200, Training Loss= 3.231328, Accuracy Top1 = 0.2344, Top5 = 0.5586
-Iter 1200, Validation Loss= 2.819145, Accuracy Top1 = 0.3203, Top5 = 0.6016
-Iter 1250, Training Loss= 2.621283, Accuracy Top1 = 0.3359, Top5 = 0.6250
-Iter 1250, Validation Loss= 2.874152, Accuracy Top1 = 0.2578, Top5 = 0.5977
-Iter 1300, Training Loss= 3.842565, Accuracy Top1 = 0.2734, Top5 = 0.5820
-Iter 1300, Validation Loss= 2.989121, Accuracy Top1 = 0.2930, Top5 = 0.6172
-Iter 1350, Training Loss= 3.684608, Accuracy Top1 = 0.1797, Top5 = 0.4102
-Iter 1350, Validation Loss= 3.735466, Accuracy Top1 = 0.1680, Top5 = 0.4375
-Iter 1400, Training Loss= 2.970142, Accuracy Top1 = 0.2617, Top5 = 0.5586
-Iter 1400, Validation Loss= 2.592927, Accuracy Top1 = 0.3477, Top5 = 0.6445
-Iter 1450, Training Loss= 2.738082, Accuracy Top1 = 0.2852, Top5 = 0.5977
-Iter 1450, Validation Loss= 2.726669, Accuracy Top1 = 0.3086, Top5 = 0.6094
-Iter 1500, Training Loss= 2.643557, Accuracy Top1 = 0.3164, Top5 = 0.6133
-Iter 1500, Validation Loss= 2.609051, Accuracy Top1 = 0.3711, Top5 = 0.6680
-Iter 1550, Training Loss= 2.819112, Accuracy Top1 = 0.3008, Top5 = 0.5938
-Iter 1550, Validation Loss= 2.667161, Accuracy Top1 = 0.2930, Top5 = 0.6328
-Iter 1600, Training Loss= 2.782311, Accuracy Top1 = 0.2617, Top5 = 0.6016
-Iter 1600, Validation Loss= 2.758876, Accuracy Top1 = 0.3281, Top5 = 0.6094
-Iter 1650, Training Loss= 2.836552, Accuracy Top1 = 0.2773, Top5 = 0.5820
-Iter 1650, Validation Loss= 2.583482, Accuracy Top1 = 0.3438, Top5 = 0.6250
-Iter 1700, Training Loss= 2.590199, Accuracy Top1 = 0.3086, Top5 = 0.6289
-Iter 1700, Validation Loss= 2.656278, Accuracy Top1 = 0.3281, Top5 = 0.6328
-Iter 1750, Training Loss= 2.749778, Accuracy Top1 = 0.3203, Top5 = 0.6328
